#MaxRadius:0.89998	MaxHeight:802	MaxLength:253
79995
0.74805	231.14	2.6999
0.65747	232.55	2.6999
0.63677	233.84	2.6999
0.5517	235.03	2.6999
0.61649	236.2	2.6999
0.63529	237.45	2.6999
0.81128	238.9	2.6999
0.69473	240.4	2.6999
0.67725	241.78	2.6999
0.67198	243.12	2.6999
0.6747	244.47	2.6999
0.66233	245.81	2.6999
0.5808	247.05	2.6999
0.63042	248.26	2.6999
0.81229	249.71	2.6999
0.67119	251.19	2.6999
0.81382	252.67	2.6999
0.84395	0.84395	4.4998
0.64584	2.3337	4.4998
0.56555	3.5451	4.4998
0.66366	4.7743	4.4998
0.82491	6.2629	4.4998
0.8106	7.8984	4.4998
0.67486	9.3839	4.4998
0.80712	10.866	4.4998
0.826	12.499	4.4998
0.7214	14.046	4.4998
0.63684	15.405	4.4998
0.67612	16.718	4.4998
0.80457	18.198	4.4998
0.6601	19.663	4.4998
0.60178	20.925	4.4998
0.8016	22.328	4.4998
0.84064	23.97	4.4998
0.59834	25.409	4.4998
0.59264	26.6	4.4998
0.69446	27.888	4.4998
0.78096	29.363	4.4998
0.75719	30.901	4.4998
0.80082	32.459	4.4998
0.6744	33.934	4.4998
0.7737	35.382	4.4998
0.73834	36.894	4.4998
0.69906	38.332	4.4998
0.77695	39.808	4.4998
0.68035	41.265	4.4998
0.58837	42.534	4.4998
0.65751	43.78	4.4998
0.70619	45.143	4.4998
0.63555	46.485	4.4998
0.63522	47.756	4.4998
0.72051	49.112	4.4998
0.66893	50.501	4.4998
0.756	51.926	4.4998
0.76891	53.451	4.4998
0.71394	54.934	4.4998
0.66987	56.318	4.4998
0.67997	57.668	4.4998
0.63987	58.987	4.4998
0.69907	60.326	4.4998
0.62363	61.649	4.4998
0.70324	62.976	4.4998
0.69831	64.377	4.4998
0.68955	65.765	4.4998
0.66036	67.115	4.4998
0.78259	68.558	4.4998
0.72708	70.068	4.4998
0.77812	71.573	4.4998
0.63298	72.984	4.4998
0.64592	74.263	4.4998
0.61707	75.526	4.4998
0.62472	76.768	4.4998
0.58202	77.975	4.4998
0.64744	79.204	4.4998
0.59363	80.445	4.4998
0.63885	81.678	4.4998
0.62884	82.945	4.4998
0.58489	84.159	4.4998
0.66132	85.405	4.4998
0.72417	86.791	4.4998
0.81803	88.333	4.4998
0.65073	89.802	4.4998
0.63672	91.089	4.4998
0.77488	92.501	4.4998
0.54449	93.82	4.4998
0.74365	95.108	4.4998
0.78972	96.642	4.4998
0.8116	98.243	4.4998
0.71146	99.766	4.4998
0.62787	101.11	4.4998
0.65689	102.39	4.4998
0.73164	103.78	4.4998
0.58269	105.09	4.4998
0.77615	106.45	4.4998
0.73123	107.96	4.4998
0.62192	109.31	4.4998
0.81807	110.75	4.4998
0.5996	112.17	4.4998
0.73133	113.5	4.4998
0.69135	114.92	4.4998
0.7436	116.36	4.4998
0.71587	117.82	4.4998
0.72848	119.26	4.4998
0.75263	120.74	4.4998
0.68662	122.18	4.4998
0.80602	123.68	4.4998
0.67395	125.16	4.4998
0.63585	126.47	4.4998
0.60475	127.71	4.4998
0.68351	128.99	4.4998
0.86113	130.54	4.4998
0.76308	132.16	4.4998
0.81513	133.74	4.4998
0.67307	135.23	4.4998
0.75722	136.66	4.4998
0.80752	138.22	4.4998
0.77463	139.81	4.4998
0.72245	141.3	4.4998
0.65482	142.68	4.4998
0.67443	144.01	4.4998
0.74052	145.42	4.4998
0.72803	146.89	4.4998
0.60286	148.22	4.4998
0.6638	149.49	4.4998
0.62455	150.78	4.4998
0.69193	152.1	4.4998
0.69373	153.48	4.4998
0.59606	154.77	4.4998
0.81666	156.18	4.4998
0.71839	157.72	4.4998
0.8275	159.26	4.4998
0.68121	160.77	4.4998
0.6951	162.15	4.4998
0.73171	163.58	4.4998
0.77645	165.08	4.4998
0.70933	166.57	4.4998
0.58326	167.86	4.4998
0.77456	169.22	4.4998
0.7034	170.7	4.4998
0.72144	172.12	4.4998
0.67112	173.52	4.4998
0.81055	175	4.4998
0.65503	176.46	4.4998
0.68822	177.81	4.4998
0.72805	179.22	4.4998
0.63409	180.59	4.4998
0.77802	182	4.4998
0.79894	183.57	4.4998
0.68306	185.06	4.4998
0.61963	186.36	4.4998
0.77541	187.75	4.4998
0.75354	189.28	4.4998
0.782	190.82	4.4998
0.67978	192.28	4.4998
0.62729	193.59	4.4998
0.70456	194.92	4.4998
0.76028	196.38	4.4998
0.85485	198	4.4998
0.66238	199.52	4.4998
0.81656	201	4.4998
0.73016	202.54	4.4998
0.72291	204	4.4998
0.77323	205.49	4.4998
0.78768	207.05	4.4998
0.64882	208.49	4.4998
0.78133	209.92	4.4998
0.73909	211.44	4.4998
0.61415	212.79	4.4998
0.77604	214.18	4.4998
0.72073	215.68	4.4998
0.7397	217.14	4.4998
0.746	218.63	4.4998
0.72721	220.1	4.4998
0.82142	221.65	4.4998
0.65427	223.12	4.4998
0.75452	224.53	4.4998
0.70567	225.99	4.4998
0.62313	227.32	4.4998
0.76186	228.71	4.4998
0.60838	230.08	4.4998
0.67241	231.36	4.4998
0.78944	232.82	4.4998
0.63538	234.24	4.4998
0.70757	235.59	4.4998
0.72502	237.02	4.4998
0.6582	238.4	4.4998
0.6991	239.76	4.4998
0.64651	241.11	4.4998
0.72541	242.48	4.4998
0.72099	243.92	4.4998
0.79622	245.44	4.4998
0.69175	246.93	4.4998
0.5677	248.19	4.4998
0.70103	249.46	4.4998
0.81199	250.97	4.4998
0.63429	252.42	4.4998
0.69461	1.1446	6.2997
0.70769	2.5469	6.2997
0.63898	3.8936	6.2997
0.71716	5.2497	6.2997
0.68086	6.6477	6.2997
0.67123	7.9998	6.2997
0.62709	9.2981	6.2997
0.66684	10.592	6.2997
0.69735	11.956	6.2997
0.63214	13.286	6.2997
0.68358	14.601	6.2997
0.75528	16.04	6.2997
0.6647	17.46	6.2997
0.75476	18.88	6.2997
0.61979	20.254	6.2997
0.61043	21.485	6.2997
0.7471	22.842	6.2997
0.70879	24.298	6.2997
0.73994	25.747	6.2997
0.73049	27.217	6.2997
0.73564	28.683	6.2997
0.67348	30.092	6.2997
0.76149	31.527	6.2997
0.77789	33.067	6.2997
0.63723	34.482	6.2997
0.76984	35.889	6.2997
0.77901	37.438	6.2997
0.59447	38.811	6.2997
0.62352	40.029	6.2997
0.62093	41.274	6.2997
0.55356	42.448	6.2997
0.74221	43.744	6.2997
0.6569	45.143	6.2997
0.54411	46.344	6.2997
0.77833	47.667	6.2997
0.71588	49.161	6.2997
0.79566	50.672	6.2997
0.67468	52.143	6.2997
0.65406	53.471	6.2997
0.64134	54.767	6.2997
0.73709	56.145	6.2997
0.72984	57.612	6.2997
0.74845	59.09	6.2997
0.77122	60.61	6.2997
0.64506	62.026	6.2997
0.68814	63.36	6.2997
0.79699	64.845	6.2997
0.77666	66.418	6.2997
0.7297	67.925	6.2997
0.73563	69.39	6.2997
0.67324	70.799	6.2997
0.66969	72.142	6.2997
0.62158	73.433	6.2997
0.7558	74.81	6.2997
0.69043	76.257	6.2997
0.65554	77.603	6.2997
0.72656	78.985	6.2997
0.84098	80.552	6.2997
0.71709	82.11	6.2997
0.6375	83.465	6.2997
0.77731	84.88	6.2997
0.63578	86.293	6.2997
0.69968	87.628	6.2997
0.60519	88.933	6.2997
0.67527	90.214	6.2997
0.7244	91.613	6.2997
0.63933	92.977	6.2997
0.6538	94.27	6.2997
0.72338	95.647	6.2997
0.72461	97.095	6.2997
0.58969	98.41	6.2997
0.74848	99.748	6.2997
0.64207	101.14	6.2997
0.61704	102.4	6.2997
0.6222	103.64	6.2997
0.66914	104.93	6.2997
0.72628	106.32	6.2997
0.71003	107.76	6.2997
0.6566	109.13	6.2997
0.74693	110.53	6.2997
0.70275	111.98	6.2997
0.72981	113.41	6.2997
0.73916	114.88	6.2997
0.68119	116.3	6.2997
0.72508	117.71	6.2997
0.64056	119.07	6.2997
0.63854	120.35	6.2997
0.64842	121.64	6.2997
0.76392	123.05	6.2997
0.84582	124.66	6.2997
0.7564	126.26	6.2997
0.67357	127.69	6.2997
0.73691	129.1	6.2997
0.73683	130.58	6.2997
0.70211	132.02	6.2997
0.77553	133.49	6.2997
0.68534	134.96	6.2997
0.75599	136.4	6.2997
0.84546	138	6.2997
0.65613	139.5	6.2997
0.61984	140.78	6.2997
0.70978	142.11	6.2997
0.769	143.58	6.2997
0.68628	145.04	6.2997
0.67356	146.4	6.2997
0.72361	147.8	6.2997
0.67384	149.19	6.2997
0.67308	150.54	6.2997
0.70953	151.92	6.2997
0.77244	153.41	6.2997
0.54895	154.73	6.2997
0.76302	156.04	6.2997
0.72884	157.53	6.2997
0.71483	158.97	6.2997
0.71874	160.41	6.2997
0.53217	161.66	6.2997
0.76707	162.96	6.2997
0.73519	164.46	6.2997
0.6989	165.89	6.2997
0.62538	167.22	6.2997
0.62622	168.47	6.2997
0.65224	169.75	6.2997
0.85758	171.26	6.2997
0.66726	172.78	6.2997
0.80699	174.26	6.2997
0.66318	175.73	6.2997
0.66967	177.06	6.2997
0.58746	178.32	6.2997
0.58629	179.49	6.2997
0.7619	180.84	6.2997
0.70705	182.31	6.2997
0.77869	183.79	6.2997
0.73548	185.31	6.2997
0.73327	186.78	6.2997
0.75281	188.26	6.2997
0.60149	189.62	6.2997
0.55273	190.77	6.2997
0.71672	192.04	6.2997
0.62658	193.38	6.2997
0.71848	194.73	6.2997
0.78694	196.24	6.2997
0.7148	197.74	6.2997
0.71848	199.17	6.2997
0.74037	200.63	6.2997
0.69878	202.07	6.2997
0.78636	203.55	6.2997
0.80691	205.15	6.2997
0.77554	206.73	6.2997
0.77758	208.28	6.2997
0.71149	209.77	6.2997
0.66593	211.15	6.2997
0.66822	212.48	6.2997
0.75274	213.9	6.2997
0.77741	215.43	6.2997
0.71111	216.92	6.2997
0.59113	218.22	6.2997
0.73379	219.55	6.2997
0.70879	220.99	6.2997
0.68901	222.39	6.2997
0.82598	223.9	6.2997
0.70028	225.43	6.2997
0.67286	226.8	6.2997
0.82285	228.3	6.2997
0.75672	229.88	6.2997
0.67779	231.31	6.2997
0.69917	232.69	6.2997
0.71932	234.11	6.2997
0.81061	235.64	6.2997
0.78557	237.24	6.2997
0.66888	238.69	6.2997
0.69944	240.06	6.2997
0.67473	241.43	6.2997
0.87728	242.98	6.2997
0.79491	244.66	6.2997
0.81819	246.27	6.2997
0.63997	247.73	6.2997
0.63523	249	6.2997
0.59787	250.24	6.2997
0.79896	251.63	6.2997
0.64041	253.07	6.2997
0.63184	0.63184	8.0996
0.82575	2.0894	8.0996
0.80367	3.7188	8.0996
0.70679	5.2293	8.0996
0.6685	6.6046	8.0996
0.81136	8.0844	8.0996
0.68194	9.5777	8.0996
0.77944	11.039	8.0996
0.77311	12.592	8.0996
0.77903	14.144	8.0996
0.73134	15.654	8.0996
0.68697	17.073	8.0996
0.74708	18.507	8.0996
0.62698	19.881	8.0996
0.66726	21.175	8.0996
0.80659	22.649	8.0996
0.69459	24.15	8.0996
0.81686	25.661	8.0996
0.74781	27.226	8.0996
0.79694	28.771	8.0996
0.68602	30.254	8.0996
0.70758	31.647	8.0996
0.79074	33.146	8.0996
0.66396	34.6	8.0996
0.80837	36.073	8.0996
0.80343	37.684	8.0996
0.74959	39.237	8.0996
0.81931	40.806	8.0996
0.66929	42.295	8.0996
0.68492	43.649	8.0996
0.64473	44.979	8.0996
0.72058	46.344	8.0996
0.75233	47.817	8.0996
0.67943	49.249	8.0996
0.72796	50.656	8.0996
0.63222	52.016	8.0996
0.77572	53.424	8.0996
0.75432	54.954	8.0996
0.71759	56.426	8.0996
0.67951	57.823	8.0996
0.68544	59.188	8.0996
0.80864	60.682	8.0996
0.68978	62.181	8.0996
0.81247	63.683	8.0996
0.74598	65.242	8.0996
0.68664	66.674	8.0996
0.75481	68.116	8.0996
0.56244	69.433	8.0996
0.66368	70.659	8.0996
0.73146	72.054	8.0996
0.68869	73.474	8.0996
0.78238	74.945	8.0996
0.69897	76.427	8.0996
0.74656	77.872	8.0996
0.67461	79.293	8.0996
0.7827	80.751	8.0996
0.67884	82.212	8.0996
0.67648	83.568	8.0996
0.78898	85.033	8.0996
0.80564	86.628	8.0996
0.63363	88.067	8.0996
0.75588	89.456	8.0996
0.66317	90.876	8.0996
0.67341	92.212	8.0996
0.73155	93.617	8.0996
0.74771	95.096	8.0996
0.79228	96.636	8.0996
0.62261	98.051	8.0996
0.54748	99.221	8.0996
0.6907	100.46	8.0996
0.64076	101.79	8.0996
0.67391	103.11	8.0996
0.83619	104.62	8.0996
0.81326	106.27	8.0996
0.68385	107.76	8.0996
0.63406	109.08	8.0996
0.74883	110.46	8.0996
0.716	111.93	8.0996
0.71664	113.36	8.0996
0.66836	114.75	8.0996
0.70827	116.12	8.0996
0.59358	117.42	8.0996
0.63585	118.65	8.0996
0.7949	120.08	8.0996
0.6342	121.51	8.0996
0.64585	122.79	8.0996
0.66834	124.11	8.0996
0.6106	125.39	8.0996
0.84224	126.84	8.0996
0.78716	128.47	8.0996
0.709	129.96	8.0996
0.66407	131.34	8.0996
0.66002	132.66	8.0996
0.69693	134.02	8.0996
0.65151	135.37	8.0996
0.73337	136.75	8.0996
0.78168	138.27	8.0996
0.68636	139.74	8.0996
0.7349	141.16	8.0996
0.6312	142.52	8.0996
0.65458	143.81	8.0996
0.77304	145.24	8.0996
0.67562	146.68	8.0996
0.63151	147.99	8.0996
0.5923	149.22	8.0996
0.68129	150.49	8.0996
0.60415	151.77	8.0996
0.62645	153.01	8.0996
0.7294	154.36	8.0996
0.64659	155.74	8.0996
0.62994	157.01	8.0996
0.63055	158.27	8.0996
0.70647	159.61	8.0996
0.82485	161.14	8.0996
0.71733	162.68	8.0996
0.63029	164.03	8.0996
0.76049	165.42	8.0996
0.63407	166.82	8.0996
0.77436	168.23	8.0996
0.64134	169.64	8.0996
0.77972	171.06	8.0996
0.8475	172.69	8.0996
0.77174	174.31	8.0996
0.73151	175.81	8.0996
0.67657	177.22	8.0996
0.6331	178.53	8.0996
0.74972	179.91	8.0996
0.7041	181.37	8.0996
0.8195	182.89	8.0996
0.7488	184.46	8.0996
0.78972	186	8.0996
0.59346	187.38	8.0996
0.6416	188.62	8.0996
0.66444	189.92	8.0996
0.69139	191.28	8.0996
0.67398	192.64	8.0996
0.61214	193.93	8.0996
0.61475	195.16	8.0996
0.67098	196.44	8.0996
0.65678	197.77	8.0996
0.67564	199.1	8.0996
0.58669	200.36	8.0996
0.70701	201.66	8.0996
0.79962	203.16	8.0996
0.67843	204.64	8.0996
0.6427	205.96	8.0996
0.84996	207.46	8.0996
0.56975	208.88	8.0996
0.80767	210.25	8.0996
0.79393	211.85	8.0996
0.55924	213.21	8.0996
0.75462	214.52	8.0996
0.60803	215.88	8.0996
0.65483	217.15	8.0996
0.75539	218.56	8.0996
0.78006	220.09	8.0996
0.71414	221.59	8.0996
0.68117	222.98	8.0996
0.69047	224.35	8.0996
0.64799	225.69	8.0996
0.72772	227.07	8.0996
0.59421	228.39	8.0996
0.80678	229.79	8.0996
0.61041	231.21	8.0996
0.60559	232.42	8.0996
0.79579	233.83	8.0996
0.70552	235.33	8.0996
0.71559	236.75	8.0996
0.72529	238.19	8.0996
0.63562	239.55	8.0996
0.64806	240.83	8.0996
0.72944	242.21	8.0996
0.68484	243.63	8.0996
0.65958	244.97	8.0996
0.75216	246.38	8.0996
0.81288	247.95	8.0996
0.70795	249.47	8.0996
0.82211	251	8.0996
0.7994	252.62	8.0996
0.68773	1.1377	9.8995
0.83732	2.6628	9.8995
0.77406	4.2741	9.8995
0.65144	5.6996	9.8995
0.64109	6.9922	9.8995
0.72628	8.3595	9.8995
0.62032	9.7061	9.8995
0.67132	10.998	9.8995
0.79626	12.465	9.8995
0.70187	13.963	9.8995
0.59412	15.259	9.8995
0.65518	16.509	9.8995
0.8077	17.972	9.8995
0.63241	19.412	9.8995
0.80555	20.85	9.8995
0.75817	22.413	9.8995
0.80349	23.975	9.8995
0.74414	25.523	9.8995
0.77182	27.039	9.8995
0.70913	28.52	9.8995
0.81614	30.045	9.8995
0.84192	31.703	9.8995
0.63727	33.182	9.8995
0.77326	34.593	9.8995
0.85716	36.223	9.8995
0.73306	37.813	9.8995
0.72829	39.275	9.8995
0.64518	40.648	9.8995
0.77304	42.066	9.8995
0.82036	43.66	9.8995
0.60381	45.084	9.8995
0.68336	46.371	9.8995
0.64296	47.697	9.8995
0.77186	49.112	9.8995
0.7815	50.666	9.8995
0.65204	52.099	9.8995
0.66307	53.414	9.8995
0.72311	54.8	9.8995
0.58111	56.105	9.8995
0.76826	57.454	9.8995
0.85072	59.073	9.8995
0.73758	60.661	9.8995
0.65562	62.055	9.8995
0.7556	63.466	9.8995
0.65949	64.881	9.8995
0.54924	66.09	9.8995
0.68541	67.324	9.8995
0.75454	68.764	9.8995
0.67814	70.197	9.8995
0.59338	71.468	9.8995
0.76965	72.831	9.8995
0.81989	74.421	9.8995
0.603	75.844	9.8995
0.81895	77.266	9.8995
0.78864	78.873	9.8995
0.73893	80.401	9.8995
0.71188	81.852	9.8995
0.71978	83.283	9.8995
0.67742	84.681	9.8995
0.77064	86.129	9.8995
0.62514	87.524	9.8995
0.76578	88.915	9.8995
0.63153	90.313	9.8995
0.66281	91.607	9.8995
0.76788	93.038	9.8995
0.636	94.442	9.8995
0.71357	95.791	9.8995
0.77706	97.282	9.8995
0.72794	98.787	9.8995
0.65616	100.17	9.8995
0.72545	101.55	9.8995
0.82036	103.1	9.8995
0.65053	104.57	9.8995
0.66314	105.88	9.8995
0.74541	107.29	9.8995
0.62557	108.66	9.8995
0.8315	110.12	9.8995
0.69981	111.65	9.8995
0.70771	113.06	9.8995
0.70868	114.47	9.8995
0.67841	115.86	9.8995
0.82275	117.36	9.8995
0.56688	118.75	9.8995
0.68766	120.01	9.8995
0.75107	121.45	9.8995
0.73605	122.93	9.8995
0.67214	124.34	9.8995
0.62557	125.64	9.8995
0.7273	126.99	9.8995
0.74691	128.47	9.8995
0.69506	129.91	9.8995
0.59193	131.19	9.8995
0.74994	132.54	9.8995
0.71736	134	9.8995
0.74808	135.47	9.8995
0.75083	136.97	9.8995
0.70773	138.43	9.8995
0.67964	139.81	9.8995
0.65212	141.15	9.8995
