#MaxRadius:0.89998	MaxHeight:634	MaxLength:200
49997
0.66813	102.87	0.89956
0.71852	104.26	0.89956
0.79553	105.77	0.89956
0.70955	107.28	0.89956
0.59663	108.58	0.89956
0.77337	109.95	0.89956
0.70446	111.43	0.89956
0.60455	112.74	0.89956
0.77157	114.12	0.89956
0.80749	115.69	0.89956
0.65655	117.16	0.89956
0.70208	118.52	0.89956
0.80433	120.02	0.89956
0.81271	121.64	0.89956
0.7192	123.17	0.89956
0.71802	124.61	0.89956
0.73763	126.07	0.89956
0.81527	127.62	0.89956
0.77692	129.21	0.89956
0.75485	130.74	0.89956
0.71242	132.21	0.89956
0.7815	133.7	0.89956
0.78836	135.27	0.89956
0.6395	136.7	0.89956
0.63174	137.97	0.89956
0.71222	139.32	0.89956
0.64333	140.67	0.89956
0.63935	141.95	0.89956
0.63549	143.23	0.89956
0.72859	144.59	0.89956
0.8481	146.17	0.89956
0.72611	147.74	0.89956
0.78929	149.26	0.89956
0.80189	150.85	0.89956
0.81528	152.47	0.89956
0.69763	153.98	0.89956
0.75374	155.43	0.89956
0.84379	157.03	0.89956
0.66355	158.54	0.89956
0.71241	159.91	0.89956
0.70049	161.33	0.89956
0.72612	162.75	0.89956
0.68319	164.16	0.89956
0.68527	165.53	0.89956
0.67756	166.89	0.89956
0.69521	168.27	0.89956
0.67282	169.63	0.89956
0.68197	170.99	0.89956
0.67529	172.35	0.89956
0.75385	173.78	0.89956
0.55656	175.09	0.89956
0.76019	176.4	0.89956
0.591	177.75	0.89956
0.64231	178.99	0.89956
0.73209	180.36	0.89956
0.65842	181.75	0.89956
0.74236	183.15	0.89956
0.78462	184.68	0.89956
0.54738	186.01	0.89956
0.6688	187.23	0.89956
0.73712	188.63	0.89956
0.70195	190.07	0.89956
0.71062	191.49	0.89956
0.68314	192.88	0.89956
0.70695	194.27	0.89956
0.80181	195.78	0.89956
0.83279	197.41	0.89956
0.52097	198.77	0.89956
0.7251	200.01	0.89956
0.63491	1.0847	2.6987
0.64523	2.3648	2.6987
0.72396	3.734	2.6987
0.73502	5.193	2.6987
0.69826	6.6263	2.6987
0.58823	7.9128	2.6987
0.7118	9.2128	2.6987
0.58713	10.512	2.6987
0.61157	11.71	2.6987
0.8182	13.14	2.6987
0.62608	14.584	2.6987
0.60201	15.813	2.6987
0.81374	17.228	2.6987
0.68712	18.729	2.6987
0.62709	20.043	2.6987
0.74442	21.415	2.6987
0.76472	22.924	2.6987
0.54801	24.237	2.6987
0.62093	25.406	2.6987
0.75748	26.784	2.6987
0.66149	28.203	2.6987
0.74565	29.61	2.6987
0.77857	31.134	2.6987
0.68829	32.601	2.6987
0.71844	34.008	2.6987
0.74839	35.475	2.6987
0.81266	37.036	2.6987
0.62071	38.469	2.6987
0.73578	39.826	2.6987
0.77458	41.336	2.6987
0.59234	42.703	2.6987
0.73602	44.031	2.6987
0.83764	45.605	2.6987
0.69512	47.138	2.6987
0.53609	48.369	2.6987
0.62177	49.527	2.6987
0.79585	50.945	2.6987
0.63857	52.379	2.6987
0.80612	53.824	2.6987
0.76247	55.392	2.6987
0.71135	56.866	2.6987
0.72084	58.298	2.6987
0.58174	59.601	2.6987
0.7741	60.957	2.6987
0.78187	62.513	2.6987
0.71373	64.008	2.6987
0.70504	65.427	2.6987
0.72458	66.857	2.6987
0.76754	68.349	2.6987
0.81978	69.936	2.6987
0.59999	71.356	2.6987
0.63252	72.588	2.6987
0.78975	74.011	2.6987
0.68502	75.485	2.6987
0.7659	76.936	2.6987
0.77211	78.474	2.6987
0.79052	80.037	2.6987
0.59563	81.423	2.6987
0.60712	82.626	2.6987
0.7017	83.935	2.6987
0.68702	85.323	2.6987
0.6959	86.706	2.6987
0.71544	88.118	2.6987
0.6187	89.452	2.6987
0.72548	90.796	2.6987
0.58495	92.106	2.6987
0.75294	93.444	2.6987
0.6641	94.861	2.6987
0.73806	96.263	2.6987
0.75549	97.757	2.6987
0.79757	99.31	2.6987
0.71166	100.82	2.6987
0.587	102.12	2.6987
0.79473	103.5	2.6987
0.72416	105.02	2.6987
0.67401	106.42	2.6987
0.85343	107.94	2.6987
0.68734	109.48	2.6987
0.54058	110.71	2.6987
0.79478	112.05	2.6987
0.68244	113.53	2.6987
0.77646	114.98	2.6987
0.68782	116.45	2.6987
0.81478	117.95	2.6987
0.7808	119.55	2.6987
0.75424	121.08	2.6987
0.69837	122.53	2.6987
0.58239	123.82	2.6987
0.64257	125.04	2.6987
0.70386	126.39	2.6987
0.55388	127.64	2.6987
0.77669	128.97	2.6987
0.7073	130.46	2.6987
0.73055	131.9	2.6987
0.67432	133.3	2.6987
0.70997	134.69	2.6987
0.68817	136.08	2.6987
0.725	137.5	2.6987
0.70812	138.93	2.6987
0.75826	140.4	2.6987
0.724	141.88	2.6987
0.69002	143.29	2.6987
0.76658	144.75	2.6987
0.77045	146.29	2.6987
0.70178	147.76	2.6987
0.63545	149.1	2.6987
0.5539	150.29	2.6987
0.73459	151.57	2.6987
0.58717	152.9	2.6987
0.7685	154.25	2.6987
0.64376	155.66	2.6987
0.76573	157.07	2.6987
0.7631	158.6	2.6987
0.7017	160.07	2.6987
0.63294	161.4	2.6987
0.76505	162.8	2.6987
0.72076	164.29	2.6987
0.72528	165.73	2.6987
0.72729	167.18	2.6987
0.76535	168.68	2.6987
0.644	170.09	2.6987
0.77532	171.51	2.6987
0.63588	172.92	2.6987
0.69586	174.25	2.6987
0.72771	175.67	2.6987
0.64502	177.04	2.6987
0.59105	178.28	2.6987
0.72845	179.6	2.6987
0.62321	180.95	2.6987
0.64816	182.22	2.6987
0.66936	183.54	2.6987
0.66771	184.88	2.6987
0.61091	186.16	2.6987
0.66511	187.43	2.6987
0.62519	188.72	2.6987
0.71462	190.06	2.6987
0.80326	191.58	2.6987
0.83351	193.22	2.6987
0.66308	194.71	2.6987
0.73172	196.11	2.6987
0.74577	197.59	2.6987
0.65374	198.99	2.6987
0.60083	200.24	2.6987
0.63664	0.63664	4.4978
0.67658	1.9499	4.4978
0.73232	3.3588	4.4978
0.70702	4.7981	4.4978
0.73783	6.243	4.4978
0.62986	7.6106	4.4978
0.66527	8.9058	4.4978
0.63978	10.211	4.4978
0.62088	11.471	4.4978
0.7723	12.865	4.4978
0.70474	14.342	4.4978
0.74584	15.792	4.4978
0.84644	17.385	4.4978
0.8052	19.036	4.4978
0.60562	20.447	4.4978
0.57029	21.623	4.4978
0.66718	22.86	4.4978
0.61411	24.142	4.4978
0.61006	25.366	4.4978
0.63572	26.612	4.4978
0.63464	27.882	4.4978
0.78385	29.3	4.4978
0.77043	30.855	4.4978
0.71323	32.338	4.4978
0.76835	33.82	4.4978
0.75703	35.345	4.4978
0.78598	36.888	4.4978
0.60826	38.283	4.4978
0.7313	39.622	4.4978
0.64538	40.999	4.4978
0.67395	42.318	4.4978
0.76385	43.756	4.4978
0.63272	45.153	4.4978
0.85972	46.645	4.4978
0.54214	48.047	4.4978
0.79018	49.379	4.4978
0.76277	50.932	4.4978
0.67726	52.372	4.4978
0.68552	53.735	4.4978
0.72856	55.149	4.4978
0.71771	56.595	4.4978
0.69839	58.011	4.4978
0.74474	59.455	4.4978
0.72973	60.929	4.4978
0.62046	62.279	4.4978
0.68394	63.584	4.4978
0.71284	64.98	4.4978
0.71983	66.413	4.4978
0.64457	67.777	4.4978
0.6426	69.065	4.4978
0.69293	70.4	4.4978
0.64544	71.739	4.4978
0.72879	73.113	4.4978
0.66816	74.51	4.4978
0.74301	75.921	4.4978
0.73919	77.403	4.4978
0.81426	78.957	4.4978
0.67862	80.449	4.4978
0.67298	81.801	4.4978
0.71802	83.192	4.4978
0.67677	84.587	4.4978
0.75091	86.014	4.4978
0.77519	87.541	4.4978
0.73747	89.053	4.4978
0.64091	90.432	4.4978
0.75296	91.825	4.4978
0.79329	93.372	4.4978
0.75551	94.921	4.4978
0.81951	96.496	4.4978
0.7688	98.084	4.4978
0.80573	99.658	4.4978
0.70584	101.17	4.4978
0.70566	102.58	4.4978
0.58874	103.88	4.4978
0.61526	105.08	4.4978
0.63175	106.33	4.4978
0.70526	107.66	4.4978
0.79615	109.17	4.4978
0.77677	110.74	4.4978
0.74064	112.26	4.4978
0.76309	113.76	4.4978
0.67277	115.2	4.4978
0.58667	116.45	4.4978
0.64443	117.69	4.4978
0.8211	119.15	4.4978
0.8192	120.79	4.4978
0.71894	122.33	4.4978
0.73981	123.79	4.4978
0.58897	125.12	4.4978
0.73557	126.44	4.4978
0.68614	127.86	4.4978
0.75234	129.3	4.4978
0.77498	130.83	4.4978
0.82253	132.43	4.4978
0.64922	133.9	4.4978
0.63231	135.18	4.4978
0.80847	136.62	4.4978
0.63257	138.06	4.4978
0.76918	139.46	4.4978
0.73391	140.97	4.4978
0.58693	142.29	4.4978
0.59711	143.47	4.4978
0.68148	144.75	4.4978
0.78451	146.22	4.4978
0.70151	147.7	4.4978
0.71667	149.12	4.4978
0.70678	150.54	4.4978
0.69773	151.95	4.4978
0.69952	153.35	4.4978
0.7675	154.81	4.4978
0.58151	156.16	4.4978
0.64263	157.39	4.4978
0.76615	158.79	4.4978
0.64875	160.21	4.4978
0.68282	161.54	4.4978
0.7976	163.02	4.4978
0.77041	164.59	4.4978
0.74837	166.11	4.4978
0.70947	167.57	4.4978
0.64132	168.92	4.4978
0.65164	170.21	4.4978
0.71452	171.58	4.4978
0.61342	172.9	4.4978
0.74899	174.27	4.4978
0.81263	175.83	4.4978
0.647	177.29	4.4978
0.60973	178.54	4.4978
0.68951	179.84	4.4978
0.81168	181.34	4.4978
0.62362	182.78	4.4978
0.73648	184.14	4.4978
0.76863	185.65	4.4978
0.60112	187.01	4.4978
0.72735	188.34	4.4978
0.76731	189.84	4.4978
0.79384	191.4	4.4978
0.65204	192.85	4.4978
0.77481	194.27	4.4978
0.63252	195.68	4.4978
0.66295	196.97	4.4978
0.84647	198.48	4.4978
0.69044	200.02	4.4978
0.78298	1.2328	6.2969
0.73735	2.7531	6.2969
0.7043	4.1947	6.2969
0.77112	5.6702	6.2969
0.72058	7.1619	6.2969
0.62152	8.504	6.2969
0.59835	9.7238	6.2969
0.5651	10.887	6.2969
0.6015	12.054	6.2969
0.81865	13.474	6.2969
0.69881	14.991	6.2969
0.55249	16.243	6.2969
0.83604	17.631	6.2969
0.68281	19.15	6.2969
0.66142	20.494	6.2969
0.78104	21.937	6.2969
0.69118	23.409	6.2969
0.60455	24.705	6.2969
0.54831	25.858	6.2969
0.70932	27.115	6.2969
0.76746	28.592	6.2969
0.68942	30.049	6.2969
0.70102	31.439	6.2969
0.83305	32.974	6.2969
0.79437	34.601	6.2969
0.55027	35.946	6.2969
0.77882	37.275	6.2969
0.6113	38.665	6.2969
0.85219	40.128	6.2969
0.74006	41.721	6.2969
0.69632	43.157	6.2969
0.62032	44.474	6.2969
0.67449	45.768	6.2969
0.63427	47.077	6.2969
0.70488	48.416	6.2969
0.69968	49.821	6.2969
0.64168	51.162	6.2969
0.62848	52.432	6.2969
0.70872	53.77	6.2969
0.79046	55.269	6.2969
0.70278	56.762	6.2969
0.72852	58.193	6.2969
0.58365	59.505	6.2969
0.78009	60.869	6.2969
0.74965	62.399	6.2969
0.64164	63.79	6.2969
0.82046	65.252	6.2969
0.70948	66.782	6.2969
0.5907	68.082	6.2969
0.63354	69.307	6.2969
0.61006	70.55	6.2969
0.78217	71.942	6.2969
0.77441	73.499	6.2969
0.71833	74.992	6.2969
0.65956	76.37	6.2969
0.55855	77.588	6.2969
0.80248	78.949	6.2969
0.60268	80.354	6.2969
0.69565	81.652	6.2969
0.80456	83.153	6.2969
0.64654	84.604	6.2969
0.71371	85.964	6.2969
0.65109	87.329	6.2969
0.71203	88.692	6.2969
0.65152	90.055	6.2969
0.68748	91.394	6.2969
0.67625	92.758	6.2969
0.80614	94.24	6.2969
0.63069	95.677	6.2969
0.7046	97.013	6.2969
0.60943	98.327	6.2969
0.71557	99.652	6.2969
0.66898	101.04	6.2969
0.70304	102.41	6.2969
0.73991	103.85	6.2969
0.64949	105.24	6.2969
0.63166	106.52	6.2969
0.70339	107.86	6.2969
0.62546	109.19	6.2969
0.62243	110.43	6.2969
0.6877	111.74	6.2969
0.68998	113.12	6.2969
0.75365	114.56	6.2969
0.70879	116.03	6.2969
0.60759	117.34	6.2969
0.76972	118.72	6.2969
0.67908	120.17	6.2969
0.72398	121.57	6.2969
0.71977	123.02	6.2969
0.76675	124.5	6.2969
0.73067	126	6.2969
0.58755	127.32	6.2969
0.72116	128.63	6.2969
0.72001	130.07	6.2969
0.66793	131.46	6.2969
0.70176	132.83	6.2969
0.57698	134.1	6.2969
0.69428	135.38	6.2969
0.71577	136.79	6.2969
0.64185	138.14	6.2969
0.74258	139.53	6.2969
0.70116	140.97	6.2969
0.6211	142.29	6.2969
0.73915	143.65	6.2969
0.77709	145.17	6.2969
0.6317	146.58	6.2969
0.69969	147.91	6.2969
0.71541	149.33	6.2969
0.7058	150.75	6.2969
0.64512	152.1	6.2969
0.63919	153.38	6.2969
0.73954	154.76	6.2969
0.64575	156.15	6.2969
0.81328	157.61	6.2969
0.64522	159.06	6.2969
0.67161	160.38	6.2969
0.76432	161.82	6.2969
0.669	163.25	6.2969
0.66693	164.59	6.2969
0.6486	165.9	6.2969
0.84834	167.4	6.2969
0.61745	168.86	6.2969
0.73053	170.21	6.2969
0.74739	171.69	6.2969
0.65655	173.09	6.2969
0.59857	174.35	6.2969
0.7746	175.72	6.2969
0.59133	177.09	6.2969
0.82802	178.51	6.2969
0.74035	180.08	6.2969
0.79367	181.61	6.2969
0.66556	183.07	6.2969
0.71025	184.45	6.2969
0.67191	185.83	6.2969
0.84135	187.34	6.2969
0.74894	188.93	6.2969
0.69769	190.38	6.2969
0.69311	191.77	6.2969
0.74614	193.21	6.2969
0.69332	194.65	6.2969
0.71491	196.06	6.2969
0.6887	197.46	6.2969
0.72481	198.87	6.2969
0.75658	200.35	6.2969
0.79443	0.79443	8.0961
0.59632	2.1852	8.0961
0.76075	3.5422	8.0961
0.64525	4.9482	8.0961
0.70805	6.3015	8.0961
0.7906	7.8002	8.0961
0.76704	9.3578	8.0961
0.71544	10.84	8.0961
0.63534	12.191	8.0961
0.75449	13.581	8.0961
0.73495	15.07	8.0961
0.69901	16.504	8.0961
0.69574	17.899	8.0961
0.71691	19.312	8.0961
0.5838	20.612	8.0961
0.81015	22.006	8.0961
0.67718	23.494	8.0961
0.64096	24.812	8.0961
0.81174	26.265	8.0961
0.65942	27.736	8.0961
0.64664	29.042	8.0961
0.82704	30.515	8.0961
0.70744	32.05	8.0961
0.76912	33.526	8.0961
0.65019	34.946	8.0961
0.62855	36.225	8.0961
0.68038	37.533	8.0961
0.66841	38.882	8.0961
0.8177	40.368	8.0961
0.62168	41.808	8.0961
0.72962	43.159	8.0961
0.80791	44.697	8.0961
0.59935	46.104	8.0961
0.69589	47.399	8.0961
0.66022	48.755	8.0961
0.62251	50.038	8.0961
0.66219	51.323	8.0961
0.67104	52.656	8.0961
0.77733	54.104	8.0961
0.76735	55.649	8.0961
0.54036	56.957	8.0961
0.71845	58.215	8.0961
0.62702	59.561	8.0961
0.76524	60.953	8.0961
0.68972	62.408	8.0961
0.71599	63.814	8.0961
0.73859	65.268	8.0961
0.79492	66.802	8.0961
0.7059	68.303	8.0961
0.74711	69.756	8.0961
0.73246	71.235	8.0961
0.69883	72.667	8.0961
0.7303	74.096	8.0961
0.58923	75.415	8.0961
0.83234	76.837	8.0961
0.71588	78.385	8.0961
0.6634	79.764	8.0961
0.70613	81.134	8.0961
0.696	82.536	8.0961
0.75635	83.988	8.0961
0.69573	85.44	8.0961
0.82658	86.963	8.0961
0.71565	88.505	8.0961
0.73362	89.954	8.0961
0.67803	91.366	8.0961
0.61912	92.663	8.0961
0.75432	94.037	8.0961
0.82564	95.616	8.0961
0.72385	97.166	8.0961
0.75699	98.647	8.0961
0.72598	100.13	8.0961
0.649	101.5	8.0961
0.67458	102.83	8.0961
0.62529	104.13	8.0961
0.74211	105.5	8.0961
0.62378	106.86	8.0961
0.80336	108.29	8.0961
0.69413	109.79	8.0961
0.59521	111.08	8.0961
0.74373	112.41	8.0961
0.67489	113.83	8.0961
0.71186	115.22	8.0961
0.75	116.68	8.0961
0.62552	118.06	8.0961
0.69559	119.38	8.0961
0.62311	120.7	8.0961
0.59204	121.91	8.0961
0.67167	123.18	8.0961
0.66005	124.51	8.0961
0.77653	125.94	8.0961
0.70331	127.42	8.0961
0.58406	128.71	8.0961
0.73613	130.03	8.0961
0.72538	131.49	8.0961
0.594	132.81	8.0961
0.81724	134.22	8.0961
0.72106	135.76	8.0961
0.50769	136.99	8.0961
0.67032	138.17	8.0961
0.65524	139.49	8.0961
0.68489	140.83	8.0961
0.72589	142.25	8.0961
0.71132	143.68	8.0961
0.67442	145.07	8.0961
0.64904	146.39	8.0961
0.62408	147.66	8.0961
0.72765	149.02	8.0961
0.70119	150.45	8.0961
0.67704	151.82	8.0961
0.73076	153.23	8.0961
0.7443	154.71	8.0961
0.78204	156.23	8.0961
0.74031	157.76	8.0961
0.80537	159.3	8.0961
0.81698	160.92	8.0961
0.7356	162.48	8.0961
0.76137	163.97	8.0961
0.62724	165.36	8.0961
0.79922	166.79	8.0961
0.68233	168.27	8.0961
0.72872	169.68	8.0961
0.75289	171.16	8.0961
0.69298	172.61	8.0961
0.68895	173.99	8.0961
0.81027	175.49	8.0961
0.72322	177.02	8.0961
0.65793	178.4	8.0961
0.73481	179.8	8.0961
0.80727	181.34	8.0961
0.7092	182.85	8.0961
0.65908	184.22	8.0961
0.77236	185.65	8.0961
0.63767	187.06	8.0961
0.6554	188.36	8.0961
0.73008	189.74	8.0961
0.61949	191.09	8.0961
0.64173	192.35	8.0961
0.67043	193.67	8.0961
0.66196	195	8.0961
0.68993	196.35	8.0961
0.73056	197.77	8.0961
0.66098	199.16	8.0961
0.73684	200.56	8.0961
0.78655	1.2363	9.8952
0.8351	2.858	9.8952
0.61779	4.3109	9.8952
0.77681	5.7055	9.8952
0.68428	7.1665	9.8952
0.742	8.5928	9.8952
0.79125	10.126	9.8952
0.76956	11.687	9.8952
0.80975	13.266	9.8952
0.82905	14.905	9.8952
0.7316	16.466	9.8952
0.6117	17.809	9.8952
0.72771	19.148	9.8952
0.78013	20.656	9.8952
0.66936	22.106	9.8952
0.82148	23.597	9.8952
0.67946	25.097	9.8952
0.71192	26.489	9.8952
0.59218	27.793	9.8952
0.76316	29.148	9.8952
0.59401	30.505	9.8952
0.75381	31.853	9.8952
0.81352	33.421	9.8952
0.68203	34.916	9.8952
0.70984	36.308	9.8952
0.70998	37.728	9.8952
0.77487	39.213	9.8952
0.84904	40.837	9.8952
0.63372	42.319	9.8952
0.8156	43.769	9.8952
0.68947	45.274	9.8952
0.73666	46.7	9.8952
0.61384	48.05	9.8952
0.66883	49.333	9.8952
0.75031	50.752	9.8952
0.77588	52.278	9.8952
0.72699	53.781	9.8952
0.81859	55.327	9.8952
0.76513	56.911	9.8952
0.65683	58.332	9.8952
0.66782	59.657	9.8952
0.67838	61.003	9.8952
0.69591	62.378	9.8952
0.72215	63.796	9.8952
0.80503	65.323	9.8952
0.73581	66.864	9.8952
0.6434	68.243	9.8952
0.74298	69.629	9.8952
0.71143	71.084	9.8952
0.81311	72.608	9.8952
0.65528	74.077	9.8952
0.68255	75.414	9.8952
0.73859	76.836	9.8952
0.7273	78.301	9.8952
0.67228	79.701	9.8952
0.71671	81.09	9.8952
0.66033	82.467	9.8952
0.7322	83.86	9.8952
0.79531	85.387	9.8952
0.77389	86.956	9.8952
0.5421	88.272	9.8952
0.58572	89.4	9.8952
0.54556	90.531	9.8952
0.68445	91.761	9.8952
0.74679	93.193	9.8952
0.75716	94.697	9.8952
0.67251	96.126	9.8952
0.79683	97.596	9.8952
0.69419	99.087	9.8952
0.61458	100.4	9.8952
0.70491	101.71	9.8952
0.75252	103.17	9.8952
0.72696	104.65	9.8952
0.69256	106.07	9.8952
0.70218	107.47	9.8952
0.71132	108.88	9.8952
0.72981	110.32	9.8952
0.81293	111.86	9.8952
0.70908	113.39	9.8952
0.75763	114.85	9.8952
0.66254	116.27	9.8952
0.64099	117.58	9.8952
0.74007	118.96	9.8952
0.73289	120.43	9.8952
0.66283	121.83	9.8952
0.77619	123.26	9.8952
0.7036	124.74	9.8952
0.80768	126.26	9.8952
0.7109	127.77	9.8952
0.66382	129.15	9.8952
0.7662	130.58	9.8952
0.76029	132.11	9.8952
0.68888	133.55	9.8952
0.62257	134.87	9.8952
0.6227	136.11	9.8952
0.64558	137.38	9.8952
0.74507	138.77	9.8952
0.59774	140.11	9.8952
0.73015	141.44	9.8952
0.6296	142.8	9.8952
0.6834	144.11	9.8952
0.68079	145.48	9.8952
0.71153	146.87	9.8952
0.70175	148.28	9.8952
0.58648	149.57	9.8952
0.66726	150.83	9.8952
0.69795	152.19	9.8952
0.61765	153.51	9.8952
0.80653	154.93	9.8952
0.77354	156.51	9.8952
0.626	157.91	9.8952
0.77083	159.31	9.8952
0.77768	160.86	9.8952
0.74791	162.38	9.8952
0.7174	163.85	9.8952
0.69036	165.25	9.8952
0.63538	166.58	9.8952
0.612	167.83	9.8952
0.76571	169.2	9.8952
0.66677	170.64	9.8952
0.67407	171.98	9.8952
0.58857	173.24	9.8952
0.66513	174.49	9.8952
0.69197	175.85	9.8952
0.81174	177.36	9.8952
0.61448	178.78	9.8952
0.85828	180.25	9.8952
0.67424	181.79	9.8952
0.68187	183.14	9.8952
0.65941	184.48	9.8952
0.67997	185.82	9.8952
0.58003	187.08	9.8952
0.76469	188.43	9.8952
0.7331	189.93	9.8952
0.79528	191.45	9.8952
0.7183	192.97	9.8952
0.69151	194.38	9.8952
0.76662	195.84	9.8952
0.6795	197.28	9.8952
0.73673	198.7	9.8952
0.70674	200.14	9.8952
0.62458	0.62458	11.694
0.64292	1.8921	11.694
0.74694	3.2819	11.694
0.7564	4.7853	11.694
0.85919	6.4009	11.694
0.61106	7.8711	11.694
0.83997	9.3222	11.694
0.65994	10.822	11.694
0.68265	12.165	11.694
0.68154	13.529	11.694
0.58669	14.797	11.694
0.60191	15.986	11.694
0.7193	17.307	11.694
0.76733	18.794	11.694
0.73257	20.293	11.694
0.81102	21.837	11.694
0.70133	23.349	11.694
0.63591	24.687	11.694
0.71781	26.04	11.694
0.83631	27.594	11.694
0.66216	29.093	11.694
0.64784	30.403	11.694
0.76225	31.813	11.694
0.79001	33.365	11.694
0.68996	34.845	11.694
0.67687	36.212	11.694
0.7307	37.62	11.694
0.83808	39.188	11.694
0.78766	40.814	11.694
0.71669	42.318	11.694
0.64027	43.675	11.694
0.77724	45.093	11.694
0.62262	46.493	11.694
0.61614	47.732	11.694
0.73184	49.08	11.694
0.69222	50.504	11.694
0.68621	51.882	11.694
0.69279	53.261	11.694
0.84406	54.798	11.694
0.76276	56.405	11.694
0.7848	57.952	11.694
0.67075	59.408	11.694
0.82166	60.9	11.694
0.74849	62.47	11.694
0.68863	63.907	11.694
0.59272	65.189	11.694
0.67596	66.458	11.694
0.70668	67.84	11.694
0.57459	69.121	11.694
0.66558	70.362	11.694
0.73578	71.763	11.694
0.61411	73.113	11.694
0.66156	74.388	11.694
0.74745	75.797	11.694
0.64975	77.195	11.694
0.71838	78.563	11.694
0.74974	80.031	11.694
0.63673	81.417	11.694
0.76119	82.815	11.694
0.76483	84.341	11.694
0.69043	85.797	11.694
0.77001	87.257	11.694
0.6844	88.711	11.694
0.81948	90.215	11.694
0.85407	91.889	11.694
0.5983	93.341	11.694
0.72532	94.665	11.694
0.59133	95.982	11.694
0.75107	97.324	11.694
0.64453	98.72	11.694
0.67679	100.04	11.694
0.82039	101.54	11.694
0.56071	102.92	11.694
0.77777	104.26	11.694
0.6725	105.71	11.694
0.62813	107.01	11.694
0.62679	108.26	11.694
0.63747	109.53	11.694
0.77755	110.94	11.694
0.76449	112.48	11.694
0.68373	113.93	11.694
0.58407	115.2	11.694
0.7262	116.51	11.694
0.72089	117.96	11.694
0.70726	119.39	11.694
0.78014	120.87	11.694
0.84045	122.49	11.694
0.68554	124.02	11.694
0.64749	125.35	11.694
0.65108	126.65	11.694
0.64522	127.95	11.694
0.75133	129.34	11.694
0.69747	130.79	11.694
0.81171	132.3	11.694
0.76742	133.88	11.694
0.67839	135.33	11.694
0.69256	136.7	11.694
0.7295	138.12	11.694
0.73013	139.58	11.694
0.69297	141	11.694
0.7184	142.41	11.694
0.64273	143.78	11.694
0.73161	145.15	11.694
0.76216	146.64	11.694
0.74577	148.15	11.694
0.78751	149.69	11.694
0.69526	151.17	11.694
0.63876	152.5	11.694
0.83141	153.97	11.694
0.79599	155.6	11.694
0.59389	156.99	11.694
0.6674	158.25	11.694
0.65501	159.57	11.694
0.69802	160.93	11.694
0.67958	162.3	11.694
0.77517	163.76	11.694
0.64305	165.18	11.694
0.84966	166.67	11.694
0.82481	168.34	11.694
0.70234	169.87	11.694
0.65312	171.23	11.694
0.62229	172.5	11.694
0.81177	173.94	11.694
0.60291	175.35	11.694
0.61639	176.57	11.694
0.81786	178	11.694
0.79784	179.62	11.694
0.7156	181.13	11.694
0.71884	182.57	11.694
0.75838	184.04	11.694
0.79902	185.6	11.694
0.73528	187.14	11.694
0.73028	188.6	11.694
0.739	190.07	11.694
0.58449	191.39	11.694
0.77452	192.75	11.694
0.68781	194.22	11.694
0.76615	195.67	11.694
0.75914	197.2	11.694
0.79935	198.75	11.694
0.65443	200.21	11.694
0.675	1.1248	13.493
0.72049	2.5203	13.493
0.60512	3.8459	13.493
0.64981	5.1008	13.493
0.76582	6.5164	13.493
0.73986	8.0221	13.493
0.70078	9.4628	13.493
0.65856	10.822	13.493
0.68005	12.161	13.493
